po_no,site_num,request_date
858433,1115,2019-11-12
858464,808,2019-11-12
858469,622,2019-11-12
858621,314,2019-11-12
858570,303,2019-11-13
858472,804,2019-11-12
858440,206,2019-11-12
858618,607,2019-11-12
858430,912,2019-11-12
858435,614,2019-11-12
858599,205,2019-11-12
858616,908,2019-11-12
858455,925,2019-11-12
858465,814,2019-11-12
858458,313,2019-11-12
858436,306,2019-11-12
858434,627,2019-11-12
858447,304,2019-11-12
858459,828,2019-11-12
858466,213,2019-11-12
858427,809,2019-11-12
858470,1106,2019-11-12
858454,823,2019-11-12
858477,1405,2019-11-12
858493,1412,2019-11-12
858475,1821,2019-11-12
858476,1813,2019-11-12
858485,1832,2019-11-12
858467,617,2019-11-12
858486,1806,2019-11-12
858480,1618,2019-11-12
858492,1607,2019-11-12
858489,1403,2019-11-12
858551,1610,2019-11-12
858538,211,2019-11-12
858547,1603,2019-11-12
858446,920,2019-11-12
858460,603,2019-11-12
858487,1604,2019-11-12
858481,1411,2019-11-12
858539,1409,2019-11-12
858474,1605,2019-11-12
858510,1803,2019-11-12
858442,913,2019-11-12
858484,1406,2019-11-12
858478,1606,2019-11-12
858429,1114,2019-11-12
858488,1811,2019-11-12
858468,819,2019-11-12
858479,1603,2019-11-12
858424,924,2019-11-11
858387,812,2019-11-10
858405,1404,2019-11-10
858407,805,2019-11-10
858390,216,2019-11-10
858415,609,2019-11-10
858392,806,2019-11-10
858393,1119,2019-11-10
858416,210,2019-11-10
858395,309,2019-11-10
858394,318,2019-11-10
858388,822,2019-11-10
858389,204,2019-11-10
858255,619,2019-11-09
858266,231,2019-11-09
858274,604,2019-11-09
858268,909,2019-11-09
858269,624,2019-11-09
858282,220,2019-11-09
858275,305,2019-11-09
858265,219,2019-11-09
858361,215,2019-11-09
858284,315,2019-11-09
858273,824,2019-11-09
858270,209,2019-11-09
858278,612,2019-11-09
858271,230,2019-11-09
858259,922,2019-11-09
858260,623,2019-11-09
858272,308,2019-11-09
858264,921,2019-11-09
858382,229,2019-11-09
858315,222,2019-11-09
858281,923,2019-11-09
858253,221,2019-11-09
858277,1116,2019-11-09
858252,628,2019-11-09
858257,616,2019-11-09
858263,311,2019-11-09
858256,610,2019-11-09
858276,816,2019-11-09
858262,826,2019-11-09
858258,605,2019-11-09
858261,626,2019-11-09
858354,307,2019-11-09
858348,1803,2019-11-09
858283,607,2019-11-09
858318,208,2019-11-09
858288,1803,2019-11-09
858079,828,2019-11-08
858090,804,2019-11-08
858053,809,2019-11-08
858055,810,2019-11-08
858084,229,2019-11-08
858060,1118,2019-11-08
858240,314,2019-11-08
858083,214,2019-11-08
858241,609,2019-11-08
858069,606,2019-11-08
858066,905,2019-11-08
858185,912,2019-11-08
858065,919,2019-11-08
858231,803,2019-11-08
858081,620,2019-11-08
858086,617,2019-11-08
858076,925,2019-11-08
858234,212,2019-11-08
858072,1105,2019-11-08
858077,911,2019-11-08
858054,812,2019-11-08
858063,306,2019-11-08
858059,1115,2019-11-11
858078,235,2019-11-08
858092,205,2019-11-08
858070,908,2019-11-08
858088,208,2019-11-08
858080,225,2019-11-08
858058,910,2019-11-08
858193,211,2019-11-08
858091,1108,2019-11-08
858087,212,2019-11-08
858208,1104,2019-11-08
858073,226,2019-11-08
858085,213,2019-11-08
858056,1114,2019-11-08
858144,1123,2019-11-08
858074,228,2019-11-08
858064,813,2019-11-08
858093,1829,2019-11-08
858164,1803,2019-11-08
858104,1517,2019-11-08
858097,1503,2019-11-08
858071,920,2019-11-08
858098,1522,2019-11-08
858099,1415,2019-11-08
858111,1523,2019-11-08
858107,1809,2019-11-08
858108,1803,2019-11-08
858149,1416,2019-11-08
858145,1527,2019-11-08
858109,1810,2019-11-08
858138,1529,2019-11-08
858105,1511,2019-11-08
858128,1817,2019-11-08
858067,913,2019-11-08
858122,1803,2019-11-08
858119,1504,2019-11-08
858096,1812,2019-11-08
858106,1814,2019-11-08
858095,1816,2019-11-08
858102,1805,2019-11-08
858094,1510,2019-11-08
857882,1103,2019-11-13
857871,604,2019-11-07
857860,611,2019-11-07
857841,628,2019-11-07
857864,231,2019-11-07
857847,627,2019-11-07
857867,603,2019-11-07
857863,303,2019-11-07
857844,1120,2019-11-07
857865,313,2019-11-07
857856,821,2019-11-07
857870,814,2019-11-07
857846,1107,2019-11-07
858040,619,2019-11-07
858014,1119,2019-11-07
857857,1105,2019-11-07
857853,1104,2019-11-07
857876,617,2019-11-07
857875,612,2019-11-07
857852,1117,2019-11-07
857855,204,2019-11-07
857874,318,2019-11-07
857872,1116,2019-11-07
857883,205,2019-11-07
857849,614,2019-11-07
857981,818,2019-11-07
858019,625,2019-11-07
857869,808,2019-11-07
857878,622,2019-11-07
857862,806,2019-11-07
858026,619,2019-11-07
858028,304,2019-11-07
858002,211,2019-11-07
857881,804,2019-11-07
857879,1106,2019-11-07
857850,306,2019-11-07
857854,206,2019-11-07
857866,230,2019-11-07
857840,809,2019-11-07
858016,207,2019-11-07
857851,605,2019-11-07
857859,805,2019-11-07
857868,1123,2019-11-07
857873,213,2019-11-07
857999,807,2019-11-07
857848,619,2019-11-07
857843,1114,2019-11-07
857861,823,2019-11-07
857900,1412,2019-11-07
857884,1821,2019-11-07
857888,1618,2019-11-07
857886,1405,2019-11-07
857897,1403,2019-11-07
857893,1832,2019-11-07
857940,628,2019-11-06
857885,1813,2019-11-07
857939,1803,2019-11-07
857887,1606,2019-11-07
857931,1605,2019-11-07
857892,1406,2019-11-07
857894,1806,2019-11-07
857896,1811,2019-11-07
857924,619,2019-11-07
857928,1819,2019-11-07
857895,1604,2019-11-07
857891,1404,2019-11-07
857916,1409,2019-11-07
857899,1607,2019-11-07
857889,1411,2019-11-07
857890,1610,2019-11-07
857902,1603,2019-11-07
857622,217,2019-11-06
857643,207,2019-11-06
857650,210,2019-11-06
857614,813,2019-11-06
857623,820,2019-11-06
857621,216,2019-11-06
857625,219,2019-11-06
857648,315,2019-11-06
857615,922,2019-11-06
857834,803,2019-11-06
857642,212,2019-11-06
857634,308,2019-11-06
857624,921,2019-11-06
857612,616,2019-11-06
857627,909,2019-11-06
857645,309,2019-11-06
857609,1118,2019-11-06
857620,311,2019-11-06
857610,924,2019-11-06
857611,610,2019-11-06
857639,222,2019-11-06
857636,305,2019-11-06
857823,619,2019-11-06
857824,307,2019-11-06
857647,607,2019-11-06
857819,235,2019-11-06
857633,214,2019-11-06
857629,624,2019-11-06
857806,215,2019-11-06
857618,609,2019-11-06
857818,1803,2019-11-06
857631,235,2019-11-06
857646,220,2019-11-06
857649,818,2019-11-06
857817,816,2019-11-06
857638,318,2019-11-06
857616,623,2019-11-06
857607,221,2019-11-06
857608,910,2019-11-06
857617,626,2019-11-06
857809,223,2019-11-06
857651,1108,2019-11-06
857811,1105,2019-11-06
857632,225,2019-11-06
857799,1104,2019-11-06
857619,826,2019-11-06
857613,822,2019-11-06
857637,229,2019-11-06
857630,209,2019-11-06
857655,1503,2019-11-06
857644,208,2019-11-06
857664,1517,2019-11-06
857660,1523,2019-11-06
857658,1815,2019-11-06
857666,1814,2019-11-06
857715,1416,2019-11-06
857712,828,2019-11-06
857709,1803,2019-11-06
857652,1829,2019-11-06
857656,1522,2019-11-06
857628,807,2019-11-06
857641,923,2019-11-06
857698,1529,2019-11-06
857665,1511,2019-11-06
857663,1827,2019-11-06
857670,1817,2019-11-06
857669,1810,2019-11-06
857667,1809,2019-11-06
857657,1415,2019-11-06
857681,1504,2019-11-06
857688,1812,2019-11-06
857662,1805,2019-11-06
857653,1510,2019-11-06
857419,919,2019-11-05
857447,808,2019-11-05
857598,314,2019-11-05
857442,828,2019-11-05
857414,1107,2019-11-05
857456,1103,2019-11-05
857423,905,2019-11-05
857425,606,2019-11-05
857432,226,2019-11-05
857413,811,2019-11-05
857440,303,2019-11-05
857595,827,2019-11-05
857596,619,2019-11-05
857439,911,2019-11-05
857431,1105,2019-11-05
857587,1803,2019-11-05
857438,925,2019-11-05
857441,313,2019-11-05
857427,821,2019-11-05
857450,617,2019-11-05
857455,804,2019-11-05
857445,620,2019-11-05
857430,304,2019-11-05
857448,814,2019-11-05
857581,809,2019-11-05
857417,614,2019-11-05
857457,205,2019-11-05
857452,622,2019-11-05
857420,1117,2019-11-05
857444,827,2019-11-05
857415,1115,2019-11-05
857418,306,2019-11-05
857416,627,2019-11-05
857449,213,2019-11-05
857426,204,2019-11-05
857428,908,2019-11-05
857437,823,2019-11-05
857453,1106,2019-11-05
857543,912,2019-11-05
857531,211,2019-11-05
857422,206,2019-11-05
857411,810,2019-11-05
857435,625,2019-11-05
857524,1116,2019-11-05
857519,1811,2019-11-05
857461,1405,2019-11-05
857514,1803,2019-11-05
857472,1811,2019-11-05
857463,1603,2019-11-05
857465,1411,2019-11-05
857477,1412,2019-11-05
857443,603,2019-11-05
857459,1821,2019-11-05
857470,1806,2019-11-05
857464,1618,2019-11-05
857473,1403,2019-11-05
857469,1832,2019-11-05
857458,1605,2019-11-05
857474,1409,2019-11-05
857476,1607,2019-11-05
857460,1813,2019-11-05
857468,1406,2019-11-05
857498,1105,2019-11-05
857451,819,2019-11-05
857462,1606,2019-11-05
857471,1604,2019-11-05
857424,913,2019-11-05
857412,1114,2019-11-05
857475,1819,2019-11-05
860974,216,2019-12-01
860978,318,2019-12-01
860979,309,2019-12-01
860973,204,2019-12-01
860977,1119,2019-12-01
860976,806,2019-12-01
860972,822,2019-12-01
860980,210,2019-12-01
860921,315,2019-11-30
860919,220,2019-11-30
860905,909,2019-11-30
860954,215,2019-11-30
860906,624,2019-11-30
860911,604,2019-11-30
860902,219,2019-11-30
860895,922,2019-11-30
860917,803,2019-11-30
860912,305,2019-11-30
860910,824,2019-11-30
860907,209,2019-11-30
860896,623,2019-11-30
860899,311,2019-11-30
860891,619,2019-11-30
860898,826,2019-11-30
860901,921,2019-11-30
860909,308,2019-11-30
860964,307,2019-11-30
860913,816,2019-11-30
860903,231,2019-11-30
860889,221,2019-11-30
860890,1120,2019-11-30
860920,607,2019-11-30
860892,610,2019-11-30
860888,628,2019-11-30
860897,626,2019-11-30
860832,1107,2019-11-29
860850,807,2019-11-29
860862,208,2019-11-29
860841,609,2019-11-29
860838,813,2019-11-29
860857,214,2019-11-29
860827,809,2019-11-29
860733,1120,2019-11-28
860758,827,2019-11-28
860738,614,2019-11-28
860734,811,2019-11-28
860767,612,2019-11-28
860744,821,2019-11-28
860756,230,2019-11-28
860808,1803,2019-11-28
860803,908,2019-11-28
860754,231,2019-11-28
860765,213,2019-11-28
860786,1806,2019-11-28
860795,1813,2019-11-28
860732,1114,2019-11-28
860785,1832,2019-11-28
860790,1819,2019-11-28
860723,609,2019-11-27
860724,315,2019-11-27
860688,905,2019-11-27
860720,314,2019-11-27
860717,229,2019-11-27
860710,923,2019-11-27
860716,1117,2019-11-27
860715,235,2019-11-27
860712,818,2019-11-27
860714,205,2019-11-27
860706,924,2019-11-27
860705,818,2019-11-27
860703,813,2019-11-27
860692,306,2019-11-27
860697,223,2019-11-27
860631,1123,2019-11-27
860679,1607,2019-11-27
860673,1803,2019-11-27
860667,1812,2019-11-27
860655,1503,2019-11-27
860664,1415,2019-11-27
860620,1504,2019-11-27
860662,1522,2019-11-27
860656,1416,2019-11-27
860602,1823,2019-11-27
860608,1815,2019-11-27
860644,1827,2019-11-27
860642,1809,2019-11-27
860647,1803,2019-11-27
860648,1511,2019-11-27
860640,1510,2019-11-27
860636,1527,2019-11-27
860609,1810,2019-11-27
860638,1809,2019-11-27
860600,1523,2019-11-27
860639,1517,2019-11-27
860614,1529,2019-11-27
860613,1812,2019-11-27
860599,1829,2019-11-27
860607,1805,2019-11-27
860605,1814,2019-11-27
860501,235,2019-11-26
860536,213,2019-11-26
860597,919,2019-11-26
860586,314,2019-11-26
860593,226,2019-11-26
860592,1105,2019-11-26
860590,804,2019-11-26
860589,803,2019-11-26
860568,303,2019-11-26
860438,912,2019-11-26
860585,911,2019-11-26
860583,808,2019-11-26
860581,625,2019-11-26
860572,304,2019-11-26
860575,821,2019-11-26
860579,611,2019-11-26
860555,1106,2019-11-26
860570,313,2019-11-26
860567,622,2019-11-26
860569,606,2019-11-26
860539,205,2019-11-26
860550,1103,2019-11-27
860557,614,2019-11-26
860563,611,2019-11-26
860559,603,2019-11-26
860549,814,2019-11-26
860553,617,2019-11-26
860551,1117,2019-11-26
860547,809,2019-11-26
860519,306,2019-11-26
860525,211,2019-11-26
860500,823,2019-11-26
860522,1803,2019-11-26
860508,206,2019-11-26
860502,1809,2019-11-26
860490,1811,2019-11-26
860472,1405,2019-11-26
860491,1403,2019-11-26
860479,619,2019-11-26
860423,1618,2019-11-26
860466,1412,2019-11-26
860486,1607,2019-11-26
860484,1806,2019-11-26
860481,1821,2019-11-26
860473,1406,2019-11-26
860445,1604,2019-11-26
860477,1827,2019-11-26
860474,1605,2019-11-26
860465,1103,2019-11-25
860457,1409,2019-11-26
860455,1606,2019-11-26
860452,1832,2019-11-26
860464,819,2019-11-26
860446,805,2019-11-26
860444,1813,2019-11-26
860434,1819,2019-11-26
860431,1819,2019-11-26
860429,1603,2019-11-26
860424,1610,2019-11-26
860401,920,2019-11-25
860365,812,2019-11-24
860367,204,2019-11-24
860378,1404,2019-11-24
860369,820,2019-11-24
860368,216,2019-11-24
860372,318,2019-11-24
860395,806,2019-11-24
860371,1119,2019-11-24
860389,609,2019-11-24
860387,219,2019-11-24
860373,309,2019-11-24
860374,210,2019-11-24
860366,822,2019-11-24
860380,207,2019-11-24
860220,604,2019-11-23
860214,909,2019-11-23
860228,220,2019-11-23
860215,624,2019-11-23
860330,215,2019-11-23
860221,305,2019-11-23
860224,612,2019-11-23
860219,824,2019-11-23
860216,209,2019-11-23
860205,623,2019-11-23
860201,1120,2019-11-23
860357,921,2019-11-23
860203,610,2019-11-23
860358,315,2019-11-23
860218,308,2019-11-23
860208,311,2019-11-23
860227,923,2019-11-23
860349,924,2019-11-23
860345,922,2019-11-23
860346,804,2019-11-23
860217,230,2019-11-23
860222,816,2019-11-23
860199,628,2019-11-23
860212,231,2019-11-23
860207,826,2019-11-23
860328,605,2019-11-23
860225,222,2019-11-23
860327,619,2019-11-23
860200,221,2019-11-23
860202,619,2019-11-23
860313,307,2019-11-23
860229,607,2019-11-23
860267,1803,2019-11-23
860262,1803,2019-11-23
860223,1116,2019-11-23
860232,1829,2019-11-23
860005,1107,2019-11-22
860026,807,2019-11-22
860058,1817,2019-11-22
860002,810,2019-11-22
860000,809,2019-11-22
860013,919,2019-11-22
860008,1118,2019-11-22
860029,620,2019-11-22
860010,614,2019-11-22
860015,905,2019-11-22
860191,609,2019-11-22
860184,314,2019-11-22
860143,235,2019-11-22
860022,228,2019-11-22
860004,912,2019-11-22
860009,616,2019-11-22
860039,1108,2019-11-22
860185,803,2019-11-22
860021,226,2019-11-22
860028,225,2019-11-22
860179,1803,2019-11-22
860025,911,2019-11-22
860032,229,2019-11-22
860020,1105,2019-11-22
860024,925,2019-11-22
860166,818,2019-11-22
860155,205,2019-11-22
860006,910,2019-11-22
860035,212,2019-11-22
860023,806,2019-11-22
860011,306,2019-11-22
860158,211,2019-11-22
860031,214,2019-11-22
860027,1123,2019-11-22
860007,1115,2019-11-25
860136,1605,2019-11-22
860053,1517,2019-11-22
860036,208,2019-11-22
860045,1522,2019-11-22
860059,1416,2019-11-22
860074,1809,2019-11-22
860033,213,2019-11-22
860043,1812,2019-11-22
860040,1829,2019-11-22
860051,1827,2019-11-22
860056,1803,2019-11-22
860044,1503,2019-11-22
860052,1527,2019-11-22
860077,1504,2019-11-22
860016,913,2019-11-22
860078,1803,2019-11-22
860048,1523,2019-11-22
860054,1814,2019-11-22
860070,1529,2019-11-22
860046,1415,2019-11-22
860003,1114,2019-11-22
860050,1805,2019-11-22
860041,1510,2019-11-22
860042,1816,2019-11-22
860063,1511,2019-11-22
859825,1104,2019-11-21
859839,827,2019-11-21
859830,805,2019-11-21
859816,810,2019-11-21
859842,604,2019-11-21
859829,226,2019-11-21
859990,1117,2019-11-21
859987,614,2019-11-21
859819,1107,2019-11-21
859815,628,2019-11-21
859849,622,2019-11-21
859834,303,2019-11-21
859831,625,2019-11-21
859841,808,2019-11-21
859853,1103,2019-11-21
859934,1119,2019-11-21
859826,821,2019-11-21
859828,1105,2019-11-21
859944,1106,2019-11-21
859852,818,2019-11-21
859820,627,2019-11-21
859974,205,2019-11-21
859836,313,2019-11-21
859851,804,2019-11-21
859971,814,2019-11-21
859823,605,2019-11-21
859822,306,2019-11-21
859827,304,2019-11-21
859965,204,2019-11-21
859963,908,2019-11-21
859845,318,2019-11-21
859847,617,2019-11-21
859814,809,2019-11-21
859953,823,2019-11-21
859837,230,2019-11-21
859846,612,2019-11-21
859832,611,2019-11-21
859833,806,2019-11-21
859921,207,2019-11-21
859840,1123,2019-11-21
859838,603,2019-11-21
859844,213,2019-11-21
859873,1618,2019-11-21
859864,1806,2019-11-21
859909,1812,2019-11-21
859857,1606,2019-11-21
859867,1403,2019-11-21
859898,1114,2019-11-21
859854,1821,2019-11-21
859855,1813,2019-11-21
859870,1607,2019-11-21
859868,1409,2019-11-21
859871,1412,2019-11-21
859863,1832,2019-11-21
859856,1405,2019-11-21
859848,819,2019-11-21
859865,1604,2019-11-21
859862,1406,2019-11-21
859859,1411,2019-11-21
859835,231,2019-11-21
859866,1811,2019-11-21
859861,1404,2019-11-21
859858,1603,2019-11-21
859869,1819,2019-11-21
859618,222,2019-11-20
859592,813,2019-11-20
859606,807,2019-11-20
859600,217,2019-11-20
859591,616,2019-11-20
859611,214,2019-11-20
859599,216,2019-11-20
859628,210,2019-11-20
859593,922,2019-11-20
859601,820,2019-11-20
859607,624,2019-11-20
859589,924,2019-11-20
859596,609,2019-11-20
859609,235,2019-11-20
859612,308,2019-11-20
859588,1118,2019-11-20
859619,803,2019-11-20
859594,623,2019-11-20
859603,219,2019-11-20
859623,309,2019-11-20
859629,1108,2019-11-20
859605,909,2019-11-20
859598,311,2019-11-20
859626,315,2019-11-20
859802,307,2019-11-20
859801,212,2019-11-20
859624,220,2019-11-20
859627,818,2019-11-20
859585,812,2019-11-20
859614,305,2019-11-20
859602,921,2019-11-20
859595,626,2019-11-20
859620,923,2019-11-20
859771,215,2019-11-20
859613,824,2019-11-20
859616,816,2019-11-20
859586,221,2019-11-20
859597,826,2019-11-20
859615,229,2019-11-20
859617,318,2019-11-20
859610,225,2019-11-20
859621,212,2019-11-20
859590,610,2019-11-20
859777,1116,2019-11-20
859773,222,2019-11-20
859587,910,2019-11-20
859762,920,2019-11-20
859761,209,2019-11-20
859608,209,2019-11-20
859751,822,2019-11-20
859625,607,2019-11-20
859746,1116,2019-11-20
859725,619,2019-11-20
859719,1813,2019-11-20
859636,1415,2019-11-20
859637,1815,2019-11-20
859645,1517,2019-11-20
859644,1416,2019-11-20
859635,1522,2019-11-20
859622,208,2019-11-20
859643,1527,2019-11-20
859639,1523,2019-11-20
859634,1503,2019-11-20
859642,1827,2019-11-20
859633,1812,2019-11-20
859692,1529,2019-11-20
859648,1809,2019-11-20
859685,1803,2019-11-20
859651,1817,2019-11-20
859650,1810,2019-11-20
859631,1510,2019-11-20
859649,1803,2019-11-20
859647,1814,2019-11-20
859656,1504,2019-11-20
859632,1816,2019-11-20
859646,1511,2019-11-20
859641,1805,2019-11-20
859410,228,2019-11-19
859397,1104,2019-11-19
859581,807,2019-11-19
859395,919,2019-11-19
859399,905,2019-11-19
859432,1103,2019-11-20
859420,827,2019-11-19
859424,814,2019-11-19
859412,611,2019-11-19
859408,226,2019-11-19
859577,314,2019-11-19
859407,1105,2019-11-19
859431,804,2019-11-19
859403,821,2019-11-19
859419,603,2019-11-19
859416,303,2019-11-20
859415,911,2019-11-19
859428,622,2019-11-19
859411,625,2019-11-19
859475,912,2019-11-19
859401,606,2019-11-19
859423,808,2019-11-19
859393,614,2019-11-19
859563,211,2019-11-19
859392,627,2019-11-19
859417,313,2019-11-19
859398,206,2019-11-19
859433,205,2019-11-19
859418,828,2019-11-19
859402,204,2019-11-19
859394,306,2019-11-19
859429,1106,2019-11-19
859414,925,2019-11-19
859406,304,2019-11-19
859421,620,2019-11-19
859391,1115,2019-11-19
859547,1816,2019-11-19
859389,811,2019-11-19
859386,809,2019-11-19
859516,1610,2019-11-19
859515,1118,2019-11-19
859453,1412,2019-11-19
859508,823,2019-11-19
859436,1813,2019-11-19
859446,1806,2019-11-19
859441,1411,2019-11-19
859405,920,2019-11-19
859449,1403,2019-11-19
859440,1618,2019-11-19
859435,1821,2019-11-19
859452,1607,2019-11-19
859448,1811,2019-11-19
859439,1603,2019-11-19
859434,1605,2019-11-19
859387,810,2019-11-19
859409,805,2019-11-19
859447,1604,2019-11-19
859445,1832,2019-11-19
859400,913,2019-11-19
859438,1606,2019-11-19
859450,1409,2019-11-19
859437,1405,2019-11-19
859425,213,2019-11-19
859388,1114,2019-11-19
859444,1406,2019-11-19
859451,1819,2019-11-19
862959,920,2019-12-16
862933,318,2019-12-15
862926,812,2019-12-15
862934,309,2019-12-15
862931,806,2019-12-15
862932,1119,2019-12-15
862929,216,2019-12-15
862953,624,2019-12-15
862950,305,2019-12-15
862935,210,2019-12-15
862948,609,2019-12-15
862946,220,2019-12-15
862927,822,2019-12-15
862928,204,2019-12-15
862930,820,2019-12-15
862938,909,2019-12-15
862885,215,2019-12-14
862845,922,2019-12-14
862923,612,2019-12-14
862813,824,2019-12-14
862864,209,2019-12-14
862922,308,2019-12-14
862865,826,2019-12-14
862917,311,2019-12-14
862911,315,2019-12-14
862915,623,2019-12-14
862910,923,2019-12-14
862908,610,2019-12-14
862906,626,2019-12-14
862905,816,2019-12-14
862901,924,2019-12-14
862899,1116,2019-12-14
862894,921,2019-12-14
862837,605,2019-12-14
862858,222,2019-12-14
862870,628,2019-12-14
862795,1817,2019-12-14
862849,207,2019-12-14
862823,1803,2019-12-14
862793,1811,2019-12-14
862585,809,2019-12-13
862594,919,2019-12-13
862611,214,2019-12-13
862786,314,2019-12-13
862787,803,2019-12-13
862590,1118,2019-12-13
862596,609,2019-12-13
862607,235,2019-12-13
862597,606,2019-12-13
862600,1105,2019-12-13
862781,212,2019-12-13
862605,911,2019-12-13
862588,912,2019-12-13
862621,205,2019-12-13
862774,828,2019-12-13
862604,925,2019-12-13
862756,211,2019-12-13
862686,1123,2019-12-13
862589,910,2019-12-13
862608,225,2019-12-13
862609,620,2019-12-13
862614,617,2019-12-13
862593,306,2019-12-13
862755,1108,2019-12-13
862606,807,2019-12-13
862730,1115,2019-12-16
862595,905,2019-12-13
862723,628,2019-12-13
862602,228,2019-12-13
862612,229,2019-12-13
862587,810,2019-12-13
862712,1832,2019-12-13
862645,1523,2019-12-13
862626,1503,2019-12-13
862616,208,2019-12-13
862638,1809,2019-12-13
862627,1522,2019-12-13
862674,627,2019-12-13
862641,1817,2019-12-13
862696,913,2019-12-13
862635,1517,2019-12-13
862634,1416,2019-12-13
862628,1415,2019-12-13
862640,1810,2019-12-13
862695,1529,2019-12-13
862643,1829,2019-12-13
862633,1527,2019-12-13
862670,1114,2019-12-13
862637,1814,2019-12-13
862636,1511,2019-12-13
862623,1510,2019-12-13
862625,1812,2019-12-13
862656,1504,2019-12-13
862639,1803,2019-12-13
862631,1805,2019-12-13
862439,226,2019-12-12
862428,1120,2019-12-12
862454,604,2019-12-12
862581,204,2019-12-12
862450,827,2019-12-12
862463,804,2019-12-12
862434,1104,2019-12-12
862451,1119,2019-12-12
862436,821,2019-12-12
862442,611,2019-12-12
862452,808,2019-12-12
862553,605,2019-12-12
862445,303,2019-12-12
862429,811,2019-12-12
862441,625,2019-12-12
862438,1105,2019-12-12
862549,211,2019-12-12
862453,814,2019-12-12
862437,304,2019-12-12
862447,313,2019-12-12
862568,1117,2019-12-12
862446,231,2019-12-12
862465,205,2019-12-12
862432,614,2019-12-12
862464,1103,2019-12-13
862433,306,2019-12-12
862461,1106,2019-12-12
862440,805,2019-12-12
862458,612,2019-12-12
862559,908,2019-12-12
862457,318,2019-12-12
862435,206,2019-12-12
862497,1123,2019-12-12
862460,622,2019-12-12
862550,623,2019-12-12
862444,806,2019-12-12
862424,809,2019-12-12
862448,230,2019-12-12
862455,1116,2019-12-12
862536,1803,2019-12-12
862443,823,2019-12-12
862527,911,2019-12-12
862520,1816,2019-12-12
862456,213,2019-12-12
862468,1813,2019-12-12
862431,619,2019-12-12
862449,603,2019-12-12
862466,1605,2019-12-12
862475,1806,2019-12-12
862481,1412,2019-12-12
862483,1618,2019-12-12
862478,1403,2019-12-12
862479,1409,2019-12-12
862480,1607,2019-12-12
862471,1603,2019-12-12
862474,1406,2019-12-12
862470,1606,2019-12-12
862476,1604,2019-12-12
862473,1404,2019-12-12
862477,1811,2019-12-12
862467,1821,2019-12-12
862459,819,2019-12-12
862489,1819,2019-12-12
862472,1610,2019-12-12
862427,1114,2019-12-12
862482,1411,2019-12-12
862469,1405,2019-12-12
862222,812,2019-12-11
862376,215,2019-12-11
862422,210,2019-12-11
862235,216,2019-12-11
862247,308,2019-12-11
862237,820,2019-12-11
862225,1118,2019-12-11
862415,803,2019-12-11
862260,309,2019-12-11
862233,609,2019-12-11
862261,220,2019-12-11
862246,214,2019-12-11
862234,826,2019-12-11
862242,624,2019-12-11
862241,909,2019-12-11
862406,1105,2019-12-11
862405,311,2019-12-11
862249,305,2019-12-11
862227,616,2019-12-11
862253,318,2019-12-11
862404,311,2019-12-11
862250,229,2019-12-11
862401,924,2019-12-11
862264,818,2019-12-11
862256,923,2019-12-11
862400,307,2019-12-11
862238,921,2019-12-11
862367,824,2019-12-11
862244,235,2019-12-11
862239,219,2019-12-11
862251,816,2019-12-11
862245,225,2019-12-11
862257,212,2019-12-11
862226,610,2019-12-11
862224,910,2019-12-11
862232,626,2019-12-11
862254,222,2019-12-11
862223,221,2019-12-11
862265,1108,2019-12-11
862230,922,2019-12-11
862387,1803,2019-12-11
862385,1803,2019-12-11
862384,1803,2019-12-11
862236,217,2019-12-11
862243,209,2019-12-11
862356,1105,2019-12-11
862352,822,2019-12-11
862275,1523,2019-12-11
862271,1522,2019-12-11
862272,1415,2019-12-11
862273,1815,2019-12-11
862279,1416,2019-12-11
862270,1503,2019-12-11
862229,813,2019-12-11
862285,1817,2019-12-11
862262,607,2019-12-11
862277,1827,2019-12-11
862339,1809,2019-12-11
862280,1517,2019-12-11
862284,1810,2019-12-11
862266,1829,2019-12-11
862278,1527,2019-12-11
862267,1510,2019-12-11
862259,208,2019-12-11
862316,1504,2019-12-11
862268,1816,2019-12-11
862306,1529,2019-12-11
862281,1511,2019-12-11
862282,1814,2019-12-11
862276,1805,2019-12-11
862269,1812,2019-12-11
862283,1803,2019-12-11
862024,919,2019-12-10
862048,620,2019-12-10
862059,1103,2019-12-10
862220,314,2019-12-10
862035,226,2019-12-10
862034,1105,2019-12-10
862020,1115,2019-12-10
862031,821,2019-12-10
862043,303,2019-12-11
862026,1104,2019-12-10
862210,804,2019-12-09
862212,920,2019-12-09
862058,804,2019-12-10
862211,807,2019-12-09
862209,318,2019-12-09
862208,306,2019-12-09
862207,213,2019-12-09
862206,205,2019-12-09
862216,1511,2019-12-09
862217,1529,2019-12-09
862215,1503,2019-12-09
862214,1405,2019-12-09
862213,1403,2019-12-09
862019,1107,2019-12-10
862050,808,2019-12-10
862038,625,2019-12-10
862017,912,2019-12-10
862042,911,2019-12-10
862045,828,2019-12-10
862044,313,2019-12-10
862203,204,2019-12-10
862051,814,2019-12-10
862033,304,2019-12-10
862018,811,2019-12-10
862022,614,2019-12-10
862060,205,2019-12-10
862055,622,2019-12-10
862041,925,2019-12-10
862021,627,2019-12-10
862056,1106,2019-12-10
862191,619,2019-12-10
862028,905,2019-12-10
862023,306,2019-12-10
862053,617,2019-12-10
