"","warehouse","site_no","po_no","mfg_cd","description","eaches_qty","date"
"27732",701,1813,847042,"024401P4","RedSkirtP4",8,"08262019"
"27733",701,1819,847057,"024004P0","BlueLeggingsP0",3,"08262019"
"27734",701,1821,847041,"024009P4","OrangeLeggingsP4",15,"08262019"
"27735",701,1821,847041,"023405P0","GreenDressP0",8,"08262019"
"27736",701,1821,847041,"024601P00","RedCottonTeeP00",8,"08262019"
"27737",701,1821,847041,"024608P8","PinkCottonTeeP8",2,"08262019"
"27738",701,1821,847041,"024010P8","TanLeggingsP8",3,"08262019"
"27739",701,1821,847041,"023801P8","RedSlacksP8",4,"08262019"
"27740",701,1821,847041,"023803P6","BlackSlacksP6",4,"08262019"
"27741",701,1821,847041,"024602P10","WhiteCottonTeeP10",4,"08262019"
"27742",701,1821,847041,NA,NA,14,"08262019"
"27743",701,1821,847041,"024204P10","BlueCasualJacketP10",4,"08262019"
"27744",701,1821,847041,"024205P0","GreenCasualJacketP0",7,"08262019"
"27745",701,1821,847041,"024205P6","GreenCasualJacketP6",2,"08262019"
"27746",701,1832,847051,"024407P8","PurpleSkirtP8",3,"08262019"
"27747",701,1832,847051,"023803P6","BlackSlacksP6",8,"08262019"
"27748",701,1832,847051,"024402P8","WhiteSkirtP8",6,"08262019"
"27749",701,1832,847051,"024601P8","RedCottonTeeP8",4,"08262019"
"27750",701,1832,847051,"024003P10","BlackLeggingsP10",4,"08262019"
"27751",701,1832,847051,"024401P0","RedSkirtP0",12,"08262019"
"27752",701,1832,847051,"024401P8","RedSkirtP8",4,"08262019"
"27753",701,1832,847051,"024001P8","RedLeggingsP8",4,"08262019"
"27754",7501,204,847009,"023409P8","OrangeDressP8",2,"08262019"
"27755",7501,204,847009,"023805P10","GreenSlacksP10",4,"08262019"
"27756",7501,205,847039,"024404P0","BlueSkirtP0",3,"08262019"
"27757",7501,205,847039,"023403P6","BlackDressP6",6,"08262019"
"27758",7501,205,847039,"024601P00","RedCottonTeeP00",8,"08262019"
"27759",7501,205,847039,NA,NA,4,"08262019"
"27760",7501,205,847039,"023809P4","OrangeSlacksP4",5,"08262019"
"27761",7501,205,847039,"024603P4","BlackCottonTeeP4",4,"08262019"
"27762",7501,206,847005,"024009P4","OrangeLeggingsP4",9,"08262019"
"27763",7501,206,847005,"024009P8","OrangeLeggingsP8",9,"08262019"
"27764",7501,206,847005,"023403P8","BlackDressP8",8,"08262019"
"27765",7501,206,847005,"024008P8","PinkLeggingsP8",4,"08262019"
"27766",7501,206,847005,"024008P10","PinkLeggingsP10",5,"08262019"
"27767",7501,206,847005,"024009P0","OrangeLeggingsP0",4,"08262019"
"27768",7501,206,847005,"024407P2","PurpleSkirtP2",4,"08262019"
"27769",7501,206,847005,"024204P6","BlueCasualJacketP6",1,"08262019"
"27770",7501,206,847005,"023606P8","YellowBlouseP8",4,"08262019"
"27771",7501,206,847005,"023607P10","PurpleBlouseP10",2,"08262019"
"27772",7501,206,847005,NA,NA,8,"08262019"
"27773",7501,206,847005,"024403P4","BlackSkirtP4",8,"08262019"
"27774",7501,206,847005,"023809P2","OrangeSlacksP2",4,"08262019"
"27775",7501,206,847005,"023610P6","TanBlouseP6",4,"08262019"
"27776",7501,206,847005,"023808P4","PinkSlacksP4",104,"08262019"
"27777",7501,206,847005,"024604P10","BlueCottonTeeP10",4,"08262019"
"27778",7501,206,847005,"024003P10","BlackLeggingsP10",4,"08262019"
"27779",7501,206,847005,"024601P2","RedCottonTeeP2",4,"08262019"
"27780",7501,208,847035,"023601P0","RedBlouseP0",1,"08262019"
"27781",7501,208,847035,NA,NA,5,"08262019"
"27782",7501,208,847035,NA,NA,4,"08262019"
"27783",7501,211,847036,"023602P4","WhiteBlouseP4",1,"08262019"
"27784",7501,211,847036,"023810P2","TanSlacksP2",4,"08262019"
"27785",7501,211,847036,"023802P10","WhiteSlacksP10",28,"08262019"
"27786",7501,211,847036,"023803P6","BlackSlacksP6",48,"08262019"
"27787",7501,211,847036,"023803P8","BlackSlacksP8",9,"08262019"
"27788",7501,211,847036,"023808P10","PinkSlacksP10",7,"08262019"
"27789",7501,213,847030,"024210P10","TanCasualJacketP10",10,"08262019"
"27790",7501,213,847030,"023407P10","PurpleDressP10",8,"08262019"
"27791",7501,213,847030,"023408P2","PinkDressP2",4,"08262019"
"27792",7501,213,847030,"023403P8","BlackDressP8",8,"08262019"
"27793",7501,213,847030,"024008P10","PinkLeggingsP10",57,"08262019"
"27794",7501,213,847030,"024408P6","PinkSkirtP6",3,"08262019"
"27795",7501,213,847030,"024408P8","PinkSkirtP8",4,"08262019"
"27796",7501,213,847030,"024201P0","RedCasualJacketP0",3,"08262019"
"27797",7501,226,847015,"023408P0","PinkDressP0",6,"08262019"
"27798",7501,226,847015,"024407P8","PurpleSkirtP8",6,"08262019"
"27799",7501,226,847015,NA,NA,4,"08262019"
"27800",7501,226,847015,"024407P0","PurpleSkirtP0",12,"08262019"
"27801",7501,226,847015,"024204P2","BlueCasualJacketP2",3,"08262019"
"27802",7501,226,847015,"024204P0","BlueCasualJacketP0",4,"08262019"
"27803",7501,226,847015,NA,NA,4,"08262019"
"27804",7501,228,847017,"024210P8","TanCasualJacketP8",4,"08262019"
"27805",7501,228,847017,"023405P2","GreenDressP2",2,"08262019"
"27806",7501,228,847017,"024408P2","PinkSkirtP2",4,"08262019"
"27807",7501,228,847017,"024407P0","PurpleSkirtP0",8,"08262019"
"27808",7501,228,847017,"024601P00","RedCottonTeeP00",4,"08262019"
"27809",7501,228,847017,"024202P10","WhiteCasualJacketP10",9,"08262019"
"27810",7501,228,847017,"023808P8","PinkSlacksP8",9,"08262019"
"27811",7501,228,847017,"024605P0","GreenCottonTeeP0",1,"08262019"
"27812",7501,228,847017,NA,NA,3,"08262019"
"27813",7501,228,847017,"024601P0","RedCottonTeeP0",4,"08262019"
"27814",7501,303,847022,"024210P8","TanCasualJacketP8",8,"08262019"
"27815",7501,303,847022,"024008P10","PinkLeggingsP10",23,"08262019"
"27816",7501,303,847022,"024010P6","TanLeggingsP6",1,"08262019"
"27817",7501,303,847022,"024403P4","BlackSkirtP4",4,"08262019"
"27818",7501,303,847022,"023809P4","OrangeSlacksP4",7,"08262019"
"27819",7501,303,847022,"024004P2","BlueLeggingsP2",5,"08262019"
"27820",7501,304,847013,"023407P10","PurpleDressP10",12,"08262019"
"27821",7501,304,847013,"023410P6","TanDressP6",4,"08262019"
"27822",7501,304,847013,"024008P10","PinkLeggingsP10",4,"08262019"
"27823",7501,304,847013,"023604P8","BlueBlouseP8",4,"08262019"
"27824",7501,304,847013,"024202P6","WhiteCasualJacketP6",4,"08262019"
"27825",7501,304,847013,"024409P8","OrangeSkirtP8",8,"08262019"
"27826",7501,304,847013,"024410P0","TanSkirtP0",4,"08262019"
"27827",7501,304,847013,"024406P10","YellowSkirtP10",9,"08262019"
"27828",7501,304,847013,"024410P4","TanSkirtP4",8,"08262019"
"27829",7501,304,847013,"024410P8","TanSkirtP8",14,"08262019"
"27830",7501,304,847013,"024407P2","PurpleSkirtP2",4,"08262019"
"27831",7501,304,847013,"024407P4","PurpleSkirtP4",14,"08262019"
"27832",7501,304,847013,"024601P00","RedCottonTeeP00",4,"08262019"
"27833",7501,304,847013,"024603P00","BlackCottonTeeP00",11,"08262019"
"27834",7501,304,847013,"023607P4","PurpleBlouseP4",9,"08262019"
"27835",7501,304,847013,"023809P4","OrangeSlacksP4",4,"08262019"
"27836",7501,304,847013,"023803P2","BlackSlacksP2",8,"08262019"
"27837",7501,304,847013,NA,NA,4,"08262019"
"27838",7501,304,847013,"024401P2","RedSkirtP2",2,"08262019"
"27839",7501,304,847013,"024401P10","RedSkirtP10",3,"08262019"
"27840",7501,306,847001,"024009P4","OrangeLeggingsP4",9,"08262019"
"27841",7501,306,847001,"024210P8","TanCasualJacketP8",4,"08262019"
"27842",7501,306,847001,"024210P10","TanCasualJacketP10",10,"08262019"
"27843",7501,306,847001,"023407P10","PurpleDressP10",4,"08262019"
"27844",7501,306,847001,"023403P2","BlackDressP2",5,"08262019"
"27845",7501,306,847001,"024202P2","WhiteCasualJacketP2",4,"08262019"
"27846",7501,306,847001,"024202P6","WhiteCasualJacketP6",4,"08262019"
"27847",7501,306,847001,"024603P00","BlackCottonTeeP00",6,"08262019"
"27848",7501,306,847001,NA,NA,4,"08262019"
"27849",7501,306,847001,"023808P10","PinkSlacksP10",15,"08262019"
"27850",7501,306,847001,NA,NA,2,"08262019"
"27851",7501,306,847001,"023808P2","PinkSlacksP2",1,"08262019"
"27852",7501,306,847001,"024004P2","BlueLeggingsP2",7,"08262019"
"27853",7501,313,847023,"023409P2","OrangeDressP2",4,"08262019"
"27854",7501,313,847023,"023410P6","TanDressP6",4,"08262019"
"27855",7501,313,847023,"024409P4","OrangeSkirtP4",9,"08262019"
"27856",7501,313,847023,"024204P0","BlueCasualJacketP0",4,"08262019"
"27857",7501,313,847023,"023801P4","RedSlacksP4",2,"08262019"
"27858",7501,313,847023,"023808P6","PinkSlacksP6",4,"08262019"
"27859",7501,313,847023,"024201P8","RedCasualJacketP8",9,"08262019"
"27860",7501,314,847027,"023401P6","RedDressP6",11,"08262019"
"27861",7501,314,847027,"023407P10","PurpleDressP10",4,"08262019"
"27862",7501,314,847027,"024007P0","PurpleLeggingsP0",15,"08262019"
"27863",7501,314,847027,"024410P0","TanSkirtP0",3,"08262019"
"27864",7501,314,847027,"024406P10","YellowSkirtP10",11,"08262019"
"27865",7501,314,847027,"024407P2","PurpleSkirtP2",8,"08262019"
"27866",7501,314,847027,"024203P6","BlackCasualJacketP6",4,"08262019"
"27867",7501,314,847027,"024606P0","YellowCottonTeeP0",2,"08262019"
"27868",7501,314,847027,"024607P4","PurpleCottonTeeP4",1,"08262019"
"27869",7501,314,847027,NA,NA,4,"08262019"
"27870",7501,314,847027,NA,NA,1,"08262019"
"27871",7501,314,847027,NA,NA,8,"08262019"
"27872",7501,314,847027,"023809P2","OrangeSlacksP2",4,"08262019"
"27873",7501,314,847027,"023610P0","TanBlouseP0",4,"08262019"
"27874",7501,314,847027,"023610P6","TanBlouseP6",8,"08262019"
"27875",7501,314,847027,"023808P2","PinkSlacksP2",3,"08262019"
"27876",7501,314,847027,"024205P8","GreenCasualJacketP8",1,"08262019"
"27877",7501,314,847027,NA,NA,4,"08262019"
"27878",7501,314,847027,NA,NA,4,"08262019"
"27879",7501,603,847025,"023407P10","PurpleDressP10",12,"08262019"
"27880",7501,603,847025,"023408P6","PinkDressP6",4,"08262019"
"27881",7501,603,847025,"024406P6","YellowSkirtP6",4,"08262019"
"27882",7501,603,847025,"024601P00","RedCottonTeeP00",4,"08262019"
"27883",7501,603,847025,"023609P10","OrangeBlouseP10",4,"08262019"
"27884",7501,603,847025,NA,NA,4,"08262019"
"27885",7501,603,847025,"023808P4","PinkSlacksP4",11,"08262019"
"27886",7501,603,847025,"024201P8","RedCasualJacketP8",17,"08262019"
"27887",7501,606,847008,"024404P0","BlueSkirtP0",5,"08262019"
"27888",7501,606,847008,"024406P10","YellowSkirtP10",24,"08262019"
"27889",7501,606,847008,"024403P0","BlackSkirtP0",9,"08262019"
"27890",7501,611,847019,"023402P0","WhiteDressP0",4,"08262019"
"27891",7501,611,847019,"024403P10","BlackSkirtP10",4,"08262019"
"27892",7501,611,847019,"023405P0","GreenDressP0",8,"08262019"
"27893",7501,611,847019,"023410P0","TanDressP0",17,"08262019"
"27894",7501,611,847019,"023410P6","TanDressP6",4,"08262019"
"27895",7501,611,847019,"024408P0","PinkSkirtP0",8,"08262019"
"27896",7501,611,847019,"024202P6","WhiteCasualJacketP6",4,"08262019"
"27897",7501,611,847019,"024204P2","BlueCasualJacketP2",3,"08262019"
"27898",7501,611,847019,"023608P10","PinkBlouseP10",8,"08262019"
"27899",7501,611,847019,NA,NA,4,"08262019"
"27900",7501,611,847019,NA,NA,4,"08262019"
"27901",7501,611,847019,"024002P0","WhiteLeggingsP0",2,"08262019"
"27902",7501,611,847019,"024604P10","BlueCottonTeeP10",4,"08262019"
"27903",7501,614,847000,"024009P4","OrangeLeggingsP4",36,"08262019"
"27904",7501,614,847000,"023401P4","RedDressP4",4,"08262019"
"27905",7501,614,847000,"023401P8","RedDressP8",4,"08262019"
"27906",7501,614,847000,"024210P10","TanCasualJacketP10",44,"08262019"
"27907",7501,614,847000,"023407P10","PurpleDressP10",16,"08262019"
"27908",7501,614,847000,"023403P0","BlackDressP0",4,"08262019"
"27909",7501,614,847000,"023405P8","GreenDressP8",1,"08262019"
"27910",7501,614,847000,"023603P8","BlackBlouseP8",4,"08262019"
"27911",7501,614,847000,"023605P6","GreenBlouseP6",4,"08262019"
"27912",7501,614,847000,"024409P6","OrangeSkirtP6",8,"08262019"
"27913",7501,614,847000,"023410P8","TanDressP8",6,"08262019"
"27914",7501,614,847000,"024407P2","PurpleSkirtP2",8,"08262019"
"27915",7501,614,847000,"024203P6","BlackCasualJacketP6",4,"08262019"
"27916",7501,614,847000,"023608P10","PinkBlouseP10",8,"08262019"
"27917",7501,614,847000,"024403P4","BlackSkirtP4",16,"08262019"
"27918",7501,614,847000,"023810P2","TanSlacksP2",8,"08262019"
"27919",7501,614,847000,"023610P0","TanBlouseP0",24,"08262019"
"27920",7501,614,847000,"023610P6","TanBlouseP6",8,"08262019"
"27921",7501,614,847000,"023803P2","BlackSlacksP2",12,"08262019"
"27922",7501,614,847000,"023803P8","BlackSlacksP8",18,"08262019"
"27923",7501,614,847000,"023806P8","YellowSlacksP8",4,"08262019"
"27924",7501,614,847000,"023808P6","PinkSlacksP6",4,"08262019"
"27925",7501,614,847000,"023808P10","PinkSlacksP10",15,"08262019"
"27926",7501,614,847000,"024001P0","RedLeggingsP0",8,"08262019"
"27927",7501,614,847000,"024001P4","RedLeggingsP4",28,"08262019"
"27928",7501,614,847000,"024002P4","WhiteLeggingsP4",4,"08262019"
"27929",7501,614,847000,"024003P10","BlackLeggingsP10",28,"08262019"
"27930",7501,617,847031,"024009P4","OrangeLeggingsP4",45,"08262019"
"27931",7501,617,847031,"024210P8","TanCasualJacketP8",8,"08262019"
"27932",7501,617,847031,"023405P2","GreenDressP2",6,"08262019"
"27933",7501,617,847031,"024404P6","BlueSkirtP6",4,"08262019"
"27934",7501,617,847031,"023407P10","PurpleDressP10",16,"08262019"
"27935",7501,617,847031,"023408P0","PinkDressP0",15,"08262019"
"27936",7501,617,847031,"023605P4","GreenBlouseP4",1,"08262019"
"27937",7501,617,847031,"024409P0","OrangeSkirtP0",8,"08262019"
"27938",7501,617,847031,"024409P6","OrangeSkirtP6",16,"08262019"
"27939",7501,617,847031,"024409P8","OrangeSkirtP8",4,"08262019"
"27940",7501,617,847031,"023602P6","WhiteBlouseP6",8,"08262019"
"27941",7501,617,847031,"023608P6","PinkBlouseP6",4,"08262019"
"27942",7501,617,847031,"024406P10","YellowSkirtP10",8,"08262019"
"27943",7501,617,847031,"024601P00","RedCottonTeeP00",4,"08262019"
"27944",7501,617,847031,"023606P8","YellowBlouseP8",8,"08262019"
"27945",7501,617,847031,"023606P10","YellowBlouseP10",9,"08262019"
"27946",7501,617,847031,"024607P4","PurpleCottonTeeP4",1,"08262019"
"27947",7501,617,847031,"023809P2","OrangeSlacksP2",8,"08262019"
"27948",7501,617,847031,"023810P2","TanSlacksP2",4,"08262019"
"27949",7501,617,847031,"023810P4","TanSlacksP4",2,"08262019"
"27950",7501,617,847031,"023610P0","TanBlouseP0",4,"08262019"
"27951",7501,617,847031,"023610P6","TanBlouseP6",8,"08262019"
"27952",7501,617,847031,"024008P4","PinkLeggingsP4",1,"08262019"
"27953",7501,617,847031,"023801P8","RedSlacksP8",4,"08262019"
"27954",7501,617,847031,"023805P6","GreenSlacksP6",9,"08262019"
"27955",7501,617,847031,"023806P8","YellowSlacksP8",8,"08262019"
"27956",7501,617,847031,"023808P8","PinkSlacksP8",9,"08262019"
"27957",7501,617,847031,"024001P0","RedLeggingsP0",4,"08262019"
"27958",7501,617,847031,"024003P10","BlackLeggingsP10",12,"08262019"
"27959",7501,617,847031,"024004P0","BlueLeggingsP0",9,"08262019"
"27960",7501,617,847031,"024004P2","BlueLeggingsP2",13,"08262019"
"27961",7501,617,847031,"024004P10","BlueLeggingsP10",4,"08262019"
"27962",7501,620,847026,"024210P8","TanCasualJacketP8",4,"08262019"
"27963",7501,620,847026,"024403P10","BlackSkirtP10",4,"08262019"
"27964",7501,620,847026,"024006P10","YellowLeggingsP10",4,"08262019"
"27965",7501,620,847026,"024407P8","PurpleSkirtP8",21,"08262019"
"27966",7501,620,847026,"024407P4","PurpleSkirtP4",10,"08262019"
"27967",7501,620,847026,"023809P4","OrangeSlacksP4",3,"08262019"
"27968",7501,620,847026,"023808P6","PinkSlacksP6",12,"08262019"
"27969",7501,620,847026,"023808P10","PinkSlacksP10",9,"08262019"
"27970",7501,620,847026,"024004P0","BlueLeggingsP0",9,"08262019"
"27971",7501,620,847026,"024005P10","GreenLeggingsP10",9,"08262019"
"27972",7501,620,847026,NA,NA,5,"08262019"
"27973",7501,622,847033,"024009P4","OrangeLeggingsP4",27,"08262019"
"27974",7501,622,847033,"024409P0","OrangeSkirtP0",7,"08262019"
"27975",7501,622,847033,"023606P10","YellowBlouseP10",9,"08262019"
"27976",7501,622,847033,NA,NA,2,"08262019"
"27977",7501,622,847033,"023803P8","BlackSlacksP8",18,"08262019"
"27978",7501,625,847018,"024009P4","OrangeLeggingsP4",36,"08262019"
"27979",7501,625,847018,"024410P4","TanSkirtP4",4,"08262019"
"27980",7501,625,847018,"024407P4","PurpleSkirtP4",34,"08262019"
"27981",7501,625,847018,"023810P2","TanSlacksP2",4,"08262019"
"27982",7501,625,847018,"023803P8","BlackSlacksP8",9,"08262019"
"27983",7501,627,846999,"023405P0","GreenDressP0",4,"08262019"
"27984",7501,627,846999,"024007P0","PurpleLeggingsP0",2,"08262019"
"27985",7501,627,846999,"023403P8","BlackDressP8",4,"08262019"
"27986",7501,627,846999,"023603P6","BlackBlouseP6",1,"08262019"
"27987",7501,627,846999,"023602P6","WhiteBlouseP6",4,"08262019"
"27988",7501,627,846999,"024403P4","BlackSkirtP4",4,"08262019"
"27989",7501,627,846999,"023803P8","BlackSlacksP8",9,"08262019"
"27990",7501,627,846999,"023806P6","YellowSlacksP6",4,"08262019"
"27991",7501,627,846999,"024003P10","BlackLeggingsP10",16,"08262019"
"27992",7501,804,847037,"023407P10","PurpleDressP10",8,"08262019"
"27993",7501,804,847037,"023408P0","PinkDressP0",13,"08262019"
"27994",7501,804,847037,"023404P0","BlueDressP0",4,"08262019"
"27995",7501,804,847037,"024407P8","PurpleSkirtP8",10,"08262019"
"27996",7501,804,847037,"023607P8","PurpleBlouseP8",4,"08262019"
"27997",7501,804,847037,"024202P0","WhiteCasualJacketP0",3,"08262019"
"27998",7501,804,847037,"024602P0","WhiteCottonTeeP0",4,"08262019"
"27999",7501,804,847037,"024201P4","RedCasualJacketP4",1,"08262019"
"28000",7501,804,847037,"024004P2","BlueLeggingsP2",10,"08262019"
"28001",7501,805,847016,"024009P4","OrangeLeggingsP4",18,"08262019"
"28002",7501,805,847016,"023601P10","RedBlouseP10",4,"08262019"
"28003",7501,805,847016,"024408P6","PinkSkirtP6",10,"08262019"
"28004",7501,805,847016,"024408P8","PinkSkirtP8",16,"08262019"
"28005",7501,805,847016,"024409P0","OrangeSkirtP0",18,"08262019"
"28006",7501,805,847016,"024409P8","OrangeSkirtP8",12,"08262019"
"28007",7501,805,847016,"024407P0","PurpleSkirtP0",4,"08262019"
"28008",7501,805,847016,"024407P4","PurpleSkirtP4",25,"08262019"
"28009",7501,805,847016,"024603P00","BlackCottonTeeP00",13,"08262019"
"28010",7501,805,847016,"023606P10","YellowBlouseP10",9,"08262019"
"28011",7501,805,847016,"023809P2","OrangeSlacksP2",12,"08262019"
"28012",7501,805,847016,"023609P2","OrangeBlouseP2",4,"08262019"
"28013",7501,805,847016,"023610P6","TanBlouseP6",8,"08262019"
"28014",7501,808,847028,"023401P6","RedDressP6",10,"08262019"
"28015",7501,808,847028,"023605P6","GreenBlouseP6",4,"08262019"
"28016",7501,808,847028,"024409P0","OrangeSkirtP0",7,"08262019"
"28017",7501,808,847028,"023803P6","BlackSlacksP6",8,"08262019"
"28018",7501,808,847028,"023803P8","BlackSlacksP8",18,"08262019"
"28019",7501,808,847028,"023805P4","GreenSlacksP4",4,"08262019"
"28020",7501,808,847028,"023805P6","GreenSlacksP6",9,"08262019"
"28021",7501,808,847028,"024602P4","WhiteCottonTeeP4",4,"08262019"
"28022",7501,808,847028,"023807P4","PurpleSlacksP4",4,"08262019"
"28023",7501,808,847028,"023808P8","PinkSlacksP8",9,"08262019"
"28024",7501,808,847028,"024004P0","BlueLeggingsP0",18,"08262019"
"28025",7501,808,847028,"024601P0","RedCottonTeeP0",4,"08262019"
"28026",7501,809,846992,"023609P0","OrangeBlouseP0",6,"08262019"
"28027",7501,810,846993,"024210P10","TanCasualJacketP10",29,"08262019"
"28028",7501,810,846993,"024403P10","BlackSkirtP10",4,"08262019"
"28029",7501,810,846993,"023410P2","TanDressP2",4,"08262019"
"28030",7501,810,846993,"023406P0","YellowDressP0",1,"08262019"
"28031",7501,810,846993,"024407P8","PurpleSkirtP8",6,"08262019"
"28032",7501,810,846993,"023605P0","GreenBlouseP0",4,"08262019"
"28033",7501,810,846993,"023603P6","BlackBlouseP6",4,"08262019"
"28034",7501,810,846993,"023601P10","RedBlouseP10",4,"08262019"
"28035",7501,810,846993,"024408P6","PinkSkirtP6",14,"08262019"
"28036",7501,810,846993,"024410P8","TanSkirtP8",12,"08262019"
"28037",7501,810,846993,"024407P4","PurpleSkirtP4",8,"08262019"
"28038",7501,810,846993,"023803P8","BlackSlacksP8",9,"08262019"
"28039",7501,810,846993,"023808P6","PinkSlacksP6",8,"08262019"
"28040",7501,810,846993,"024201P0","RedCasualJacketP0",2,"08262019"
"28041",7501,810,846993,"024003P10","BlackLeggingsP10",24,"08262019"
"28042",7501,810,846993,"024205P8","GreenCasualJacketP8",3,"08262019"
"28043",7501,811,846996,"024407P0","PurpleSkirtP0",4,"08262019"
"28044",7501,811,846996,"024201P8","RedCasualJacketP8",1,"08262019"
"28045",7501,814,847029,"023406P8","YellowDressP8",14,"08262019"
"28046",7501,814,847029,"023410P4","TanDressP4",7,"08262019"
"28047",7501,814,847029,"024407P8","PurpleSkirtP8",17,"08262019"
"28048",7501,814,847029,"023602P6","WhiteBlouseP6",4,"08262019"
"28049",7501,814,847029,"024410P8","TanSkirtP8",16,"08262019"
"28050",7501,814,847029,"023806P8","YellowSlacksP8",4,"08262019"
"28051",7501,814,847029,"024205P0","GreenCasualJacketP0",2,"08262019"
"28052",7501,814,847029,"024205P8","GreenCasualJacketP8",22,"08262019"
"28053",7501,819,847032,"023603P6","BlackBlouseP6",2,"08262019"
"28054",7501,819,847032,"023606P0","YellowBlouseP0",9,"08262019"
"28055",7501,819,847032,"023808P10","PinkSlacksP10",18,"08262019"
"28056",7501,819,847032,"024003P10","BlackLeggingsP10",4,"08262019"
"28057",7501,819,847032,NA,NA,4,"08262019"
"28058",7501,819,847032,"024601P2","RedCottonTeeP2",15,"08262019"
"28059",7501,821,847010,"023401P0","RedDressP0",4,"08262019"
"28060",7501,821,847010,"023405P0","GreenDressP0",8,"08262019"
"28061",7501,821,847010,"023403P4","BlackDressP4",4,"08262019"
"28062",7501,821,847010,"024607P0","PurpleCottonTeeP0",4,"08262019"
"28063",7501,821,847010,"024603P2","BlackCottonTeeP2",3,"08262019"
"28064",7501,821,847010,"024205P0","GreenCasualJacketP0",1,"08262019"
"28065",7501,828,847024,"023809P4","OrangeSlacksP4",4,"08262019"
"28066",7501,828,847024,NA,NA,537,"08262019"
"28067",7501,905,847006,"023405P0","GreenDressP0",4,"08262019"
"28068",7501,905,847006,"023408P10","PinkDressP10",4,"08262019"
"28069",7501,905,847006,"024407P0","PurpleSkirtP0",12,"08262019"
"28070",7501,905,847006,"023608P10","PinkBlouseP10",4,"08262019"
"28071",7501,905,847006,"023610P0","TanBlouseP0",16,"08262019"
"28072",7501,905,847006,"024004P2","BlueLeggingsP2",22,"08262019"
"28073",7501,905,847006,NA,NA,4,"08262019"
"28074",7501,905,847006,NA,NA,4,"08262019"
"28075",7501,908,847011,"024210P10","TanCasualJacketP10",11,"08262019"
"28076",7501,908,847011,"023405P0","GreenDressP0",8,"08262019"
"28077",7501,908,847011,"024407P0","PurpleSkirtP0",12,"08262019"
"28078",7501,908,847011,"024406P10","YellowSkirtP10",24,"08262019"
"28079",7501,908,847011,"024407P4","PurpleSkirtP4",26,"08262019"
"28080",7501,908,847011,"023607P2","PurpleBlouseP2",4,"08262019"
"28081",7501,908,847011,"024607P8","PurpleCottonTeeP8",1,"08262019"
"28082",7501,908,847011,"023810P2","TanSlacksP2",8,"08262019"
"28083",7501,908,847011,"023610P6","TanBlouseP6",8,"08262019"
"28084",7501,908,847011,"023803P8","BlackSlacksP8",9,"08262019"
"28085",7501,908,847011,NA,NA,2,"08262019"
"28086",7501,911,847021,"023608P6","PinkBlouseP6",4,"08262019"
"28087",7501,911,847021,"024410P8","TanSkirtP8",13,"08262019"
"28088",7501,911,847021,"024407P2","PurpleSkirtP2",20,"08262019"
"28089",7501,911,847021,"024407P4","PurpleSkirtP4",35,"08262019"
"28090",7501,911,847021,"023607P8","PurpleBlouseP8",4,"08262019"
"28091",7501,911,847021,"024601P2","RedCottonTeeP2",3,"08262019"
"28092",7501,912,846995,NA,NA,12,"08262019"
"28093",7501,912,846995,"024210P2","TanCasualJacketP2",5,"08262019"
"28094",7501,913,847007,"024009P4","OrangeLeggingsP4",18,"08262019"
"28095",7501,913,847007,"024009P8","OrangeLeggingsP8",9,"08262019"
"28096",7501,913,847007,"024009P10","OrangeLeggingsP10",9,"08262019"
"28097",7501,913,847007,"023409P2","OrangeDressP2",4,"08262019"
"28098",7501,913,847007,"023403P8","BlackDressP8",8,"08262019"
"28099",7501,913,847007,"024008P10","PinkLeggingsP10",1,"08262019"
"28100",7501,913,847007,"024407P0","PurpleSkirtP0",4,"08262019"
"28101",7501,913,847007,"024410P4","TanSkirtP4",4,"08262019"
"28102",7501,913,847007,"024601P00","RedCottonTeeP00",8,"08262019"
"28103",7501,913,847007,"023607P2","PurpleBlouseP2",4,"08262019"
"28104",7501,913,847007,"023607P4","PurpleBlouseP4",9,"08262019"
"28105",7501,913,847007,"023606P8","YellowBlouseP8",4,"08262019"
"28106",7501,913,847007,"023810P2","TanSlacksP2",8,"08262019"
"28107",7501,913,847007,"023803P8","BlackSlacksP8",9,"08262019"
"28108",7501,913,847007,"024004P4","BlueLeggingsP4",4,"08262019"
"28109",7501,913,847007,"024006P2","YellowLeggingsP2",4,"08262019"
"28110",7501,913,847007,NA,NA,4,"08262019"
"28111",7501,919,847002,"023409P2","OrangeDressP2",4,"08262019"
"28112",7501,919,847002,"023403P10","BlackDressP10",14,"08262019"
"28113",7501,919,847002,"024008P8","PinkLeggingsP8",4,"08262019"
"28114",7501,919,847002,"024408P0","PinkSkirtP0",4,"08262019"
"28115",7501,919,847002,"024410P8","TanSkirtP8",19,"08262019"
"28116",7501,919,847002,"024601P00","RedCottonTeeP00",8,"08262019"
"28117",7501,919,847002,"024204P0","BlueCasualJacketP0",4,"08262019"
"28118",7501,919,847002,"024403P6","BlackSkirtP6",3,"08262019"
"28119",7501,919,847002,"023610P6","TanBlouseP6",4,"08262019"
"28120",7501,919,847002,"023806P8","YellowSlacksP8",4,"08262019"
"28121",7501,919,847002,"023806P10","YellowSlacksP10",2,"08262019"
"28122",7501,919,847002,"024401P0","RedSkirtP0",4,"08262019"
"28123",7501,919,847002,"024003P2","BlackLeggingsP2",15,"08262019"
